section,scenario_id,scenario_summary,question_number,step9_column,question_text,field_type,options,required,branching_logic,notes
Scenario S032,S032,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S032,S032,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S032,S032,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S033,S033,Agent: Gemcitabine | Agent class: Cytotoxic chemotherapy — antimetabolite / gemcitabine | RT site: (No RT site selected) | Timing: Concurrent | Fractionation: Conventional fractionation,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S033,S033,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S033,S033,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S033,S033,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S033,S033,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S034,S034,Agent: Nivolumab | Agent class: Immune checkpoint inhibitor — anti-PD-1 | RT site: Lung — Peripheral | Timing: Concurrent | Fractionation: (Not selected),Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S034,S034,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S034,S034,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S034,S034,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S034,S034,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S035,S035,Agent: Ipilimumab + Nivolumab | Agent class: Immune checkpoint inhibitor — dual ICI (anti-CTLA-4 + anti-PD-1) | RT site: Lung — Peripheral | Timing: Concurrent | Fractionation: SABR/SBRT,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S035,S035,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S035,S035,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S035,S035,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S035,S035,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S036,S036,Agent: Carboplatin + Paclitaxel | Agent class: Cytotoxic chemotherapy — platinum + taxane doublet | RT site: Lung — Central | Timing: Concurrent | Fractionation: Conventional fractionation,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S036,S036,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S036,S036,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S036,S036,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S036,S036,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S037,S037,Agent: Bevacizumab | Agent class: Anti-VEGF monoclonal antibody | RT site: Upper abdomen — Liver | Timing: Planned after RT | Fractionation: SABR/SBRT,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S037,S037,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S037,S037,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S037,S037,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S037,S037,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S038,S038,Agent: Capecitabine | Agent class: Cytotoxic chemotherapy — fluoropyrimidine | RT site: Pelvis — Rectal | Timing: Recent before RT | Timing interval: 14 days before RT start | Fractionation: Conventional fractionation,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S038,S038,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S038,S038,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S038,S038,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S038,S038,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S039,S039,Agent: Doxorubicin | Agent class: Cytotoxic chemotherapy — anthracycline (radiation recall agent) | RT site: Breast — Chest wall | Timing: Recent after RT | Timing interval: 21 days after RT completion | Fractionation: Conventional fractionation,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S039,S039,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S039,S039,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S039,S039,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S039,S039,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S040,S040,Agent: Nivolumab | Agent class: Immune checkpoint inhibitor — anti-PD-1 | RT site: Lung — Peripheral | Timing: Concurrent | Fractionation: SABR/SBRT,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S040,S040,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S040,S040,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S040,S040,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S040,S040,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S041,S041,Agent: Palbociclib | Agent class: CDK4/6 inhibitor | RT site: Pelvis — Rectal | Timing: Concurrent | Fractionation: SABR/SBRT,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S041,S041,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S041,S041,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S041,S041,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S041,S041,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
Scenario S042,S042,Agent: Trastuzumab | Agent class: HER2-directed monoclonal antibody (non-ADC) | RT site: Breast — Breast/chest wall + regional nodes | Timing: Concurrent | Fractionation: Conventional fractionation,Q-ID,scenario_id,Scenario ID (pre-filled — do not change),Short text,,Yes,,Pre-fill with scenario ID. Required for Step 9 schema.
Scenario S042,S042,,Q1,alert_appropriate,Is the app alert level clinically appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q2,preferred_alert_level,"If the alert is not appropriate, what level would you prefer? (Select N/A if alert is appropriate)",Multiple choice,N/A — alert is appropriate|No specific alert|Caution|Moderate toxicity alert|High toxicity alert|Uncertain / evidence limited,Yes,Show for all; reviewer selects N/A if Q1=Yes,Maps to preferred_alert_level in schema. N/A responses filtered in Step 9.
Scenario S042,S042,,Q3,toxicity_domains_appropriate,Are the toxicity domains listed by the app appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q4,risk_driver_appropriate,Is the primary risk driver appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q5,rationale_appropriate,Is the rationale narrative accurate and appropriately qualified?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q6,evidence_appropriate,Is the evidence basis appropriate for the alert level?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q7,uncertainty_appropriate,Is the uncertainty signalling appropriate?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q8,false_reassurance,Does the app output risk creating false reassurance (under-alerting a real risk)?,Multiple choice,Yes|No|Uncertain,Yes,,
Scenario S042,S042,,Q9,confidence,How confident are you in your assessment of this scenario?,Multiple choice,Low|Moderate|High,Yes,,
Scenario S042,S042,,Q10,suggested_correction,Suggested correction or comment (optional). WARNING: Do not include any patient-identifying or case-specific information.,Short text,,No,,Only optional free-text field. Privacy warning embedded in label.
